region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24
Italy,walking,100.0,102.1,104.86,107.32,122.71,142.38,109.49,99.19,102.26,105.19,109.44,126.34,150.68,111.59,101.22,104.22,109.74,110.64,127.71,149.16,118.22,108.19,108.79,108.09,111.82,131.64,160.32,118.67,108.86,117.98,122.37,132.34,170.85,194.34,144.17,123.94,131.03,132.99,142.68,158.11,181.74,129.3,107.66,94.26,82.94,83.27,92.59,100.06,65.47,63.94,70.14,71.71,66.63,71.88,76.0,51.9,39.86,29.4,27.09,18.21,18.09,16.08,15.86,15.68,15.33,15.07,15.84,17.33,16.08,11.41,13.05,13.67,12.87,12.67,14.16,14.86,10.97,12.89,13.93,14.45,14.92,16.03,16.48,13.05,14.64,16.42,17.47,19.14,21.25,20.58,11.43,12.05,15.41,17.06,17.77,18.86,19.21,15.37,14.46,16.56,17.21,18.54,20.51,19.33,20.11,19.86,18.61,20.08,21.15,19.86,24.94,25.42,34.51,34.45,34.86,36.22,38.28,42.35,34.23,,,30.8,35.04,34.84,37.25,37.99,40.36,39.54,42.65,46.43,49.45,53.83,48.04,45.13,46.35,48.22,47.96,48.79,58.87,54.05,59.08,59.11,52.58,49.06,61.23,74.85,49.72,53.27,59.4,58.8,60.82,73.74,76.82,65.16,62.58,66.03,66.41,72.11,80.93,100.85,76.8,72.52,79.63,80.01
Japan,driving,100.0,97.94,99.14,103.16,123.15,130.54,104.44,100.01,99.73,99.02,102.76,129.78,131.34,101.47,94.7,99.11,101.33,101.75,128.05,132.95,106.91,103.28,103.66,103.12,105.07,132.39,148.54,120.49,128.3,112.01,109.2,110.99,134.71,131.54,114.42,111.43,111.19,112.58,116.79,140.56,161.69,142.83,116.21,107.01,107.46,103.29,112.22,114.58,103.92,105.91,103.24,106.01,110.8,122.87,115.69,113.65,108.76,116.12,117.83,115.47,123.4,133.14,120.19,119.97,123.25,127.56,152.83,161.59,148.75,127.72,124.82,128.24,128.82,121.43,122.59,111.03,111.53,105.3,97.79,98.41,99.61,107.26,97.79,91.93,87.35,83.74,81.2,79.75,85.41,69.08,67.85,74.14,78.43,77.49,73.73,67.08,72.91,67.95,70.73,70.45,69.58,70.42,74.9,67.8,68.85,70.05,69.1,73.08,75.34,78.43,72.08,69.96,76.4,64.72,71.45,77.03,77.83,68.89,73.03,,,73.09,74.44,73.52,81.28,73.58,69.88,73.45,74.2,77.35,91.1,95.19,81.58,79.49,80.33,83.78,86.22,105.79,99.1,83.25,83.19,85.19,85.98,91.36,112.68,116.44,94.55,90.52,90.19,87.54,92.61,110.02,108.47,95.16,94.7,96.43,94.47,97.04,130.22,135.4,101.84,97.99,98.56,97.69
Japan,transit,100.0,99.33,101.16,107.02,128.61,131.7,104.9,102.13,102.41,101.15,105.97,131.96,132.99,101.53,96.58,100.7,102.45,103.5,129.82,131.35,109.27,106.53,108.0,105.15,108.17,132.29,155.72,120.26,127.42,113.31,112.26,114.08,133.01,128.41,114.64,112.88,112.02,112.54,116.33,134.17,146.81,130.41,112.61,104.56,102.38,97.64,102.82,104.61,98.18,100.79,97.95,100.36,104.22,109.49,101.58,106.0,102.41,109.49,111.98,110.47,108.61,113.41,110.5,112.5,115.65,118.04,127.64,131.95,123.18,116.13,116.35,118.84,117.95,109.55,102.47,91.71,99.29,95.23,93.59,92.36,91.56,91.22,81.07,82.91,78.3,73.88,70.69,68.03,69.34,56.65,57.7,61.63,64.82,63.57,60.27,53.55,58.82,55.07,58.05,57.19,55.69,56.41,59.08,54.49,55.12,55.81,56.2,58.62,60.87,62.19,57.57,55.51,60.04,51.43,58.79,62.88,63.21,56.43,61.66,,,64.64,67.25,65.1,72.77,68.91,65.39,68.86,69.42,72.92,82.62,85.96,78.43,77.05,77.82,81.08,83.43,97.75,92.1,86.08,85.1,86.42,86.96,91.55,107.88,108.77,95.01,91.21,91.12,89.11,92.95,106.3,103.12,95.4,95.43,97.14,95.54,97.41,124.78,125.86,101.06,98.46,101.09,100.89
Japan,walking,100.0,96.07,102.01,108.67,135.81,148.78,105.94,101.99,103.65,97.98,108.94,147.47,148.88,99.96,90.56,103.86,110.98,109.17,145.33,148.04,115.13,113.98,116.67,109.4,111.67,143.57,154.39,121.72,138.39,119.7,121.38,124.99,150.75,138.76,119.97,122.2,122.62,124.25,127.0,145.9,163.51,145.52,121.18,112.83,111.53,104.84,112.22,116.77,101.49,113.27,103.49,109.96,117.33,121.2,102.85,118.47,108.01,126.08,132.61,130.25,112.95,124.7,122.39,129.51,136.79,138.72,142.88,149.4,140.39,133.79,134.98,141.1,142.0,123.41,105.55,84.38,105.3,105.72,94.47,98.5,101.04,100.06,82.85,88.32,84.77,79.34,75.52,72.25,75.47,56.71,46.81,63.73,72.88,70.81,64.34,47.9,71.4,52.6,63.57,62.52,60.37,60.29,68.62,65.01,57.34,58.12,69.03,69.07,70.43,74.47,69.19,61.93,71.02,53.24,63.34,71.61,74.12,60.73,64.15,,,64.79,65.73,53.19,71.52,61.52,52.52,59.46,59.53,62.64,74.78,81.99,69.94,65.66,66.56,71.61,72.96,90.1,83.45,71.41,73.26,75.32,75.31,77.86,96.06,96.21,79.89,76.79,76.58,69.47,71.6,82.61,82.3,75.91,78.44,80.6,77.68,70.11,107.11,109.57,76.74,77.98,82.19,79.96
Latvia,driving,100.0,100.86,103.78,106.99,117.63,117.49,103.15,102.24,102.12,103.22,103.71,122.65,124.21,103.64,100.15,99.27,104.75,104.33,120.46,115.39,100.69,102.88,105.67,102.77,106.85,125.66,129.95,110.71,104.18,116.77,116.46,115.91,146.66,134.01,110.55,108.26,109.37,107.69,114.64,134.09,127.43,109.67,109.16,105.86,106.2,113.13,134.46,122.41,100.84,98.53,106.91,103.35,112.68,128.26,125.94,108.47,99.05,101.3,97.94,81.05,86.18,74.49,74.55,63.64,62.99,55.92,65.05,63.25,63.43,60.66,55.75,56.89,62.11,64.77,74.1,77.67,50.3,49.27,52.13,50.21,54.0,58.76,63.77,70.48,71.02,78.75,78.18,70.06,72.83,69.72,46.42,55.04,58.11,63.09,61.69,68.54,74.24,70.24,65.96,73.26,78.78,76.29,78.77,81.06,73.13,71.92,72.38,76.82,89.74,97.14,72.42,83.73,88.87,82.89,82.29,82.32,95.31,99.83,99.32,,,84.11,87.76,98.6,87.99,88.85,94.36,97.33,102.16,100.76,127.59,126.26,97.39,103.38,124.82,115.75,116.09,141.3,129.64,125.6,118.38,124.96,123.13,129.37,138.89,133.69,119.71,118.44,123.55,129.39,129.83,158.13,154.16,140.18,135.14,153.34,153.22,157.49,172.95,166.31,167.68,156.43,148.8,140.62
Latvia,walking,100.0,95.31,98.96,104.59,128.36,113.27,88.94,94.27,95.01,97.81,104.31,146.37,140.56,86.7,102.96,98.06,107.26,110.78,135.72,128.08,86.47,105.66,108.13,101.02,112.79,147.44,149.86,105.53,112.28,135.34,139.26,130.9,173.15,156.03,101.4,123.11,127.67,123.13,132.92,165.73,145.66,109.1,120.71,108.33,113.89,126.01,171.41,155.06,100.92,109.12,110.65,101.3,114.6,154.96,146.22,101.71,105.86,96.28,96.03,88.94,86.83,61.63,59.49,44.94,53.76,44.1,54.7,45.66,43.13,45.99,44.15,47.87,58.17,55.13,57.2,67.72,34.34,36.03,37.66,39.82,35.49,37.89,48.28,54.6,63.69,65.73,59.62,47.72,57.58,50.04,33.96,34.17,33.55,42.85,46.29,41.1,53.58,48.28,52.15,63.18,64.71,63.01,61.53,54.01,52.48,63.77,52.69,56.74,62.14,72.61,41.3,56.61,75.21,65.86,70.42,63.41,76.46,77.89,68.36,,,55.57,65.76,72.31,46.98,52.28,71.21,72.92,68.03,67.03,88.56,85.96,54.73,77.27,94.47,97.89,91.92,99.9,87.49,79.72,95.29,107.59,92.46,107.44,106.62,92.18,73.89,89.48,98.37,114.24,97.78,131.97,113.35,81.81,104.59,142.14,126.24,123.77,127.82,106.34,103.54,90.11,84.25,77.58
Lithuania,driving,100.0,98.15,102.22,107.33,120.05,112.07,96.12,99.92,101.45,103.11,105.19,123.64,115.89,94.54,97.08,101.54,100.93,100.78,118.84,108.72,98.1,98.55,104.1,105.18,109.32,127.25,115.79,103.09,105.11,106.4,107.55,115.47,140.21,123.28,105.49,112.58,117.64,119.31,122.03,133.66,123.23,98.97,104.49,102.21,106.77,106.6,118.77,103.25,95.49,97.86,101.25,101.6,107.58,126.28,118.82,99.15,98.9,109.73,95.15,84.7,92.53,70.39,63.46,52.73,55.8,50.65,51.37,55.04,51.11,45.06,46.78,50.06,50.34,53.24,58.89,63.49,40.55,45.98,48.14,48.26,46.12,54.14,57.0,58.35,60.23,67.0,65.58,62.11,58.47,34.02,27.11,38.32,56.29,56.9,62.38,69.63,63.54,60.89,65.05,66.66,72.72,77.46,82.51,72.23,69.65,71.41,75.05,74.24,86.29,86.19,75.11,75.74,77.15,80.61,81.78,84.28,101.32,98.77,97.26,,,80.34,90.97,105.42,90.66,78.39,88.37,91.94,97.33,99.06,125.39,120.44,89.98,100.51,103.16,108.7,107.52,131.42,118.99,121.67,114.28,111.1,114.58,121.65,147.97,129.67,111.92,118.04,118.88,129.26,136.19,168.19,146.29,132.6,132.89,140.18,143.29,148.71,175.74,157.34,145.94,153.55,172.05,151.34
Lithuania,walking,100.0,99.21,111.09,109.1,139.24,118.85,89.11,97.36,95.41,99.04,111.65,154.41,236.75,133.6,98.16,106.41,111.79,117.81,132.92,120.02,91.49,118.32,121.49,116.64,124.78,151.09,136.21,99.69,103.8,105.84,119.82,130.76,177.29,153.64,115.37,129.57,133.57,145.73,155.83,166.49,133.12,96.14,111.14,112.22,119.02,111.79,135.53,127.53,89.62,105.42,114.6,123.39,130.11,160.11,154.24,102.21,106.61,121.21,101.45,88.89,98.36,59.88,58.12,44.17,51.72,50.55,48.2,52.91,41.93,38.47,35.98,42.73,45.9,46.81,53.3,55.77,32.29,36.46,39.1,35.72,32.78,36.35,42.42,47.46,54.07,61.27,58.61,50.24,52.0,37.65,30.03,31.9,40.01,41.11,44.37,59.71,51.89,50.47,49.5,59.0,66.29,66.18,70.4,67.73,60.82,68.27,69.61,66.8,81.37,78.28,65.95,59.88,69.35,74.03,74.11,76.52,93.65,93.65,83.07,,,65.86,78.68,94.9,79.22,61.3,84.52,85.31,95.12,91.04,121.04,114.91,79.3,107.97,114.01,119.71,107.03,123.5,112.59,105.67,119.08,116.44,118.37,130.68,146.64,128.01,88.15,119.34,126.25,143.01,140.23,163.57,152.59,108.22,148.8,159.14,156.99,156.11,179.02,139.44,133.71,173.18,185.65,145.85
Luxembourg,driving,100.0,98.06,95.12,103.03,100.71,87.19,75.75,96.94,96.91,95.07,97.63,100.48,84.33,73.95,95.47,95.18,95.32,95.53,98.69,87.22,77.85,96.56,95.01,99.11,100.32,100.54,87.95,69.59,96.96,102.13,103.62,101.41,110.86,89.15,74.07,89.04,91.02,87.1,88.19,100.62,82.6,72.98,92.77,94.01,91.08,137.89,98.98,89.82,76.01,96.58,93.73,96.23,105.27,97.48,87.76,73.26,88.76,89.18,83.72,74.98,77.71,53.82,46.81,57.07,43.03,33.2,28.48,26.93,18.2,18.43,23.72,23.6,24.68,24.33,25.91,22.38,18.85,24.77,25.34,26.12,25.73,26.81,24.12,23.27,27.85,28.18,29.56,30.05,31.95,27.54,21.48,22.79,30.44,30.74,31.88,33.99,29.02,30.16,35.24,38.63,38.65,39.6,40.1,34.56,35.22,47.34,44.67,44.89,41.54,30.43,35.52,40.15,48.78,50.49,51.95,51.33,51.42,41.66,44.65,,,64.53,65.51,71.05,64.65,61.12,68.68,72.96,73.18,66.3,72.7,60.91,61.52,74.35,79.28,77.52,79.8,83.91,75.79,67.58,84.57,95.7,90.58,91.82,89.58,75.85,72.34,82.45,86.52,87.45,91.53,96.96,84.46,78.41,97.58,98.71,101.91,99.87,109.38,101.52,83.51,92.65,87.51,103.76
Luxembourg,transit,100.0,96.05,92.65,97.1,100.71,94.58,88.16,94.54,92.1,95.55,94.96,106.51,83.87,83.96,89.71,87.61,91.73,93.95,93.11,99.03,95.67,96.56,105.29,94.96,88.87,97.1,95.93,76.27,91.14,90.21,94.58,95.63,96.35,96.14,82.15,106.05,97.31,94.29,89.58,94.88,86.48,85.59,105.38,97.1,97.98,109.37,106.17,104.49,105.12,114.95,115.71,118.14,112.01,115.08,121.13,98.03,99.58,87.15,98.24,75.85,71.1,57.03,47.92,41.96,28.39,20.29,20.37,18.56,14.28,13.31,16.42,13.65,15.96,12.81,15.29,16.8,13.99,16.55,16.3,14.95,14.7,12.31,16.34,13.36,16.63,17.14,19.49,21.08,20.12,20.24,16.34,14.57,18.4,20.83,19.07,18.73,17.18,17.05,18.52,20.62,19.28,17.47,21.25,23.27,21.38,22.43,22.13,22.13,18.19,18.56,21.67,24.02,28.01,27.47,26.67,27.26,22.81,22.34,23.98,,,32.72,37.42,35.07,33.52,30.87,36.04,42.5,35.32,38.43,45.02,37.38,33.64,49.18,45.82,44.81,42.13,51.49,48.85,39.61,54.85,65.56,53.46,56.11,51.41,50.4,42.17,56.82,52.67,54.26,57.87,59.26,49.39,48.59,52.62,58.0,63.84,61.95,65.1,59.47,55.82,65.94,61.11,75.43
Luxembourg,walking,100.0,108.38,113.36,118.44,125.5,115.08,81.05,104.85,114.33,109.12,108.7,129.82,118.57,74.39,96.62,101.59,115.01,110.65,128.01,124.01,83.73,108.15,109.55,122.46,120.8,135.64,134.92,70.42,91.2,106.02,109.12,109.8,137.84,127.75,82.18,101.19,104.38,109.57,97.53,117.2,115.97,71.61,102.4,107.15,103.06,104.47,128.56,121.63,82.5,98.07,108.4,108.17,107.17,120.69,136.3,73.74,93.87,92.22,99.23,89.39,88.05,76.54,56.91,60.87,45.98,38.24,41.54,38.77,25.16,33.05,34.96,33.47,32.97,32.41,38.37,40.6,24.14,30.73,32.3,35.69,31.77,34.6,41.24,45.66,38.01,43.41,46.34,47.32,47.4,51.15,42.75,38.79,41.0,41.28,43.41,44.11,45.85,48.53,40.58,39.18,43.66,44.58,43.13,49.21,49.28,42.07,36.49,39.75,38.66,28.92,37.41,49.89,47.83,48.04,54.55,53.08,54.7,46.45,45.58,,,62.63,66.16,73.25,68.48,69.03,76.41,78.82,79.09,74.82,82.35,57.25,62.34,80.12,85.26,89.75,81.43,90.79,84.16,72.9,91.53,104.27,100.72,86.54,88.88,78.52,68.59,84.65,81.33,86.92,107.93,106.27,98.79,73.05,96.02,102.85,91.28,98.55,112.82,106.47,78.86,105.36,84.14,110.85
Macao,driving,100.0,110.99,115.14,118.61,157.14,153.88,139.85,155.84,144.2,108.73,81.69,58.19,47.32,37.96,31.9,31.78,32.35,31.3,31.22,28.96,28.43,26.99,23.42,22.34,20.68,22.01,21.56,22.76,24.75,23.08,24.63,26.93,26.9,22.82,23.45,27.02,30.36,31.17,32.58,29.4,33.53,30.74,29.22,31.85,33.26,31.51,33.99,35.35,34.93,34.58,33.98,29.46,32.68,35.88,36.28,37.21,33.38,36.61,34.8,28.43,34.23,38.92,32.51,28.16,25.4,25.54,25.43,25.17,27.18,25.86,25.08,24.7,26.06,27.56,26.48,26.3,25.66,23.19,21.99,20.75,23.65,23.18,24.23,23.43,24.66,28.06,24.88,26.51,25.04,26.3,27.14,26.75,25.2,23.56,25.86,29.16,30.37,26.97,27.16,26.63,23.09,24.89,25.9,32.13,28.13,26.53,26.17,31.11,34.02,31.14,32.47,29.69,28.36,27.22,29.05,29.09,33.34,34.69,29.47,,,28.35,27.43,33.45,31.93,28.76,27.73,27.57,28.11,26.8,32.06,33.53,28.77,27.31,26.58,28.29,29.5,29.45,33.89,29.13,29.03,28.41,28.49,29.14,32.67,31.82,27.89,28.72,29.46,30.07,29.6,32.73,30.79,28.03,29.42,29.59,31.22,31.05,36.29,37.24,30.95,31.35,32.65,39.11
Macao,walking,100.0,114.97,118.3,129.82,173.98,169.86,157.28,179.09,159.86,111.75,80.49,59.88,40.94,33.49,24.46,20.32,19.26,19.48,17.24,16.11,15.44,13.37,11.07,10.79,10.25,8.79,7.51,9.62,8.87,9.18,9.14,10.39,11.04,8.44,9.87,12.87,17.04,15.81,16.82,14.96,16.1,14.75,13.79,14.47,15.7,16.68,17.2,19.58,18.64,18.92,18.76,14.76,17.49,16.56,20.32,18.07,18.96,17.53,17.4,17.97,21.58,23.41,22.97,17.99,16.66,16.39,17.41,18.01,17.1,16.94,16.24,16.5,16.6,16.37,17.04,16.37,14.8,14.44,13.55,13.71,12.81,14.02,15.35,14.54,15.83,18.23,17.71,17.62,16.31,16.49,18.1,17.27,15.84,16.14,16.95,19.69,19.36,18.16,17.42,17.71,14.1,16.12,18.92,23.44,18.99,16.37,17.71,20.67,20.75,20.46,21.74,19.82,19.87,18.24,18.61,18.79,22.99,22.86,18.1,,,18.03,17.78,22.82,22.8,18.09,16.51,18.43,17.13,16.18,20.88,22.67,16.79,16.69,15.89,17.32,17.13,17.21,22.51,18.55,16.42,17.86,18.15,17.4,20.96,19.55,16.84,17.01,19.28,19.41,19.02,21.76,17.51,15.97,18.88,18.27,18.73,18.61,23.18,23.71,19.73,19.14,20.59,21.14
Malaysia,driving,100.0,98.11,103.36,111.32,137.04,130.98,109.69,103.57,107.76,123.77,139.44,170.26,172.1,170.46,161.85,124.74,114.84,111.4,136.51,134.75,113.17,100.5,97.37,101.29,110.54,142.97,133.99,110.1,97.8,96.62,99.08,109.94,145.37,131.39,105.77,94.77,94.23,97.88,106.76,143.07,133.91,105.47,93.63,94.58,96.05,105.9,140.85,136.5,110.0,94.63,95.67,95.61,105.95,136.3,129.71,106.38,90.7,91.25,89.5,99.06,134.25,129.68,104.7,86.46,90.92,53.59,42.91,38.97,30.57,29.76,31.21,33.71,36.93,38.08,37.34,36.99,38.89,39.79,40.13,43.42,41.79,40.82,39.58,42.85,43.92,44.78,44.28,45.31,47.51,47.19,48.76,49.93,51.2,51.14,51.26,49.56,45.61,46.77,47.85,49.66,49.73,42.23,48.74,51.66,55.06,55.2,56.13,57.12,55.64,56.85,54.36,59.41,61.3,63.1,66.81,68.8,71.48,75.11,70.83,,,74.76,77.45,83.43,81.68,81.11,82.6,86.77,90.51,95.39,94.1,85.68,68.76,73.77,75.27,75.71,74.24,84.28,85.08,82.97,84.61,86.39,86.59,91.98,98.49,98.25,97.9,95.64,99.48,105.78,110.02,124.24,124.19,116.62,109.62,111.87,113.23,119.75,136.14,135.9,123.09,114.34,112.14,111.94
Malaysia,walking,100.0,97.46,100.35,110.03,130.19,125.64,104.91,103.77,104.65,111.72,119.97,137.01,155.33,143.07,127.42,106.25,108.2,100.54,106.83,109.2,92.89,85.64,84.2,84.98,96.91,112.09,112.14,89.74,84.0,83.27,84.75,93.33,116.58,106.73,84.19,76.85,78.7,80.09,83.48,105.24,107.95,82.94,75.28,72.55,75.24,84.43,106.87,106.84,84.0,73.62,73.59,73.58,77.07,97.61,95.76,75.18,68.38,64.65,65.93,70.2,91.48,85.02,67.0,55.43,45.64,33.84,29.35,26.67,22.09,20.34,22.39,22.8,25.76,26.88,27.04,27.02,27.05,27.15,28.61,31.08,30.8,29.62,29.88,32.08,32.44,33.69,34.39,34.26,36.05,36.58,36.18,38.56,39.06,40.18,37.5,37.94,35.0,35.87,35.09,37.18,38.21,30.89,38.33,43.91,43.44,44.28,43.72,45.87,41.69,45.73,41.83,44.95,43.98,45.35,43.76,47.97,47.45,51.7,48.49,,,51.1,53.11,58.88,53.06,54.19,56.65,58.36,59.76,62.6,66.37,56.5,41.43,45.37,48.37,50.92,48.36,55.63,57.36,54.82,55.47,57.83,56.17,59.2,63.11,63.15,63.18,59.98,62.26,64.77,64.73,72.64,73.25,70.63,67.39,69.77,67.39,71.04,78.7,80.36,75.6,71.99,69.68,69.48
Mexico,driving,100.0,100.53,102.35,106.06,127.97,134.25,93.02,99.86,98.24,98.54,103.06,125.88,132.98,91.64,95.34,95.59,97.85,103.95,131.82,138.16,97.29,92.83,97.7,96.65,102.16,123.82,132.78,91.93,98.9,101.42,103.35,114.35,152.62,148.02,103.95,104.15,103.08,104.29,109.57,135.59,146.51,104.9,101.38,99.87,100.1,103.94,131.15,141.72,96.36,94.55,96.33,98.55,103.76,129.77,142.61,96.45,82.96,98.22,99.53,102.63,132.65,142.31,97.35,80.27,75.86,68.46,65.28,69.84,62.58,41.83,46.66,44.21,42.82,44.2,49.05,49.65,35.04,41.52,41.5,41.39,41.34,46.09,45.68,33.35,39.47,40.31,42.44,38.8,35.13,37.77,32.18,39.94,40.05,41.18,41.56,47.31,47.11,35.21,41.68,40.67,41.72,42.08,46.53,47.25,35.53,41.58,42.99,45.62,51.32,47.31,51.89,39.33,46.3,46.64,48.16,48.71,55.16,63.08,50.81,,,49.45,51.54,62.6,63.6,46.5,53.13,53.81,54.64,56.37,64.38,68.41,49.27,57.53,56.18,55.59,58.44,67.38,71.86,52.05,58.82,60.1,61.98,63.68,73.07,77.49,56.63,64.28,64.53,65.13,66.51,78.55,85.44,61.5,70.52,71.29,72.88,75.33,87.91,94.38,62.76,70.38,70.8,72.55
Mexico,transit,100.0,100.05,100.15,101.98,110.88,96.82,77.79,99.28,98.72,98.51,101.45,109.94,97.91,76.61,95.72,96.48,96.5,98.53,111.68,93.02,68.97,77.51,94.93,96.12,99.74,111.23,101.97,79.59,96.97,97.32,98.71,103.8,115.75,106.37,82.76,99.33,98.87,99.54,101.83,118.52,118.07,89.77,98.62,97.37,94.41,101.61,113.27,103.91,76.32,93.0,95.62,94.23,97.72,111.96,103.79,76.99,74.38,93.47,99.59,96.81,105.55,87.97,60.9,61.03,68.63,58.78,54.03,49.89,40.13,31.55,35.65,34.12,32.68,31.48,31.83,29.4,25.33,28.12,28.1,27.32,25.55,25.87,24.4,22.13,24.66,24.84,24.9,22.66,21.23,21.08,22.5,26.55,25.44,25.0,24.36,24.24,22.67,21.71,24.57,24.48,23.46,23.74,22.97,21.8,21.89,24.9,24.65,24.38,22.8,23.26,22.65,22.58,25.45,25.05,24.95,24.16,24.93,24.25,20.99,,,26.62,26.35,26.58,27.23,24.78,28.96,28.53,28.06,28.24,29.54,28.48,25.62,29.22,29.29,29.36,29.78,29.57,28.48,26.83,31.17,31.97,32.48,32.65,33.22,30.76,29.11,34.79,34.18,34.1,33.3,34.35,32.21,30.06,37.53,36.91,35.45,35.94,36.71,33.1,27.21,38.26,37.08,38.74
Mexico,walking,100.0,102.15,105.42,107.62,127.85,135.02,87.85,100.97,101.37,101.64,105.31,125.38,136.68,90.47,97.69,97.0,97.43,103.85,125.87,136.75,98.29,84.11,98.39,97.86,104.94,125.62,135.29,90.55,99.0,102.93,105.61,115.16,152.47,154.55,107.0,108.47,105.64,106.04,113.14,138.41,155.14,109.27,103.58,101.79,100.35,108.48,132.13,145.41,96.7,100.09,101.21,102.31,108.38,131.06,144.5,105.88,87.91,101.1,104.8,109.64,130.03,138.81,96.3,72.48,79.45,70.54,64.42,63.61,54.03,35.34,42.18,39.17,37.89,38.09,41.23,40.9,27.96,35.99,36.18,35.03,34.98,37.98,37.09,26.25,33.99,34.79,35.21,30.98,27.94,30.28,25.26,34.44,34.91,36.02,35.14,39.2,38.2,27.75,35.34,34.81,35.61,35.85,38.31,38.83,28.24,35.63,36.51,38.11,45.98,38.18,42.25,30.67,39.53,40.21,41.0,40.47,45.64,52.87,46.63,,,43.33,45.93,54.49,53.35,37.68,47.23,48.08,48.28,49.8,55.02,57.26,39.38,49.68,48.82,49.15,50.62,58.22,60.87,41.15,52.22,52.64,53.89,54.95,63.04,65.34,44.92,55.46,56.56,57.22,57.59,66.06,71.58,47.78,60.37,62.8,64.26,64.87,75.76,78.92,51.21,61.6,61.25,64.4
Morocco,driving,100.0,99.8,101.5,108.9,121.4,143.32,131.57,125.79,130.38,135.43,135.24,140.48,146.61,131.6,106.67,104.64,105.64,105.87,114.12,134.8,125.96,107.51,107.27,113.29,109.6,121.23,140.21,130.78,110.68,110.07,114.3,113.72,128.88,146.06,129.27,117.5,119.15,118.34,121.35,127.93,144.15,134.85,113.4,114.4,114.98,117.64,132.97,145.77,135.07,108.98,108.42,114.44,109.68,124.89,137.16,122.44,103.66,103.35,102.38,96.79,98.86,100.34,74.76,60.04,47.18,41.46,34.18,30.68,17.58,14.92,16.38,15.65,16.0,15.28,15.79,13.43,13.29,16.03,16.51,16.11,16.09,16.32,16.83,13.94,16.13,16.87,17.35,16.76,17.62,16.1,16.78,18.45,17.09,17.91,17.13,17.69,17.94,16.81,21.17,19.68,21.0,20.43,19.85,15.74,13.84,17.6,17.69,18.2,19.67,18.69,19.51,16.85,20.63,20.39,21.63,21.73,22.84,20.75,18.19,,,21.24,21.73,22.31,22.34,18.95,24.65,24.1,24.87,26.54,27.1,26.27,15.07,20.91,27.97,31.17,32.0,34.21,33.1,31.54,39.29,38.14,38.22,39.21,38.97,40.21,33.5,39.78,38.79,42.09,45.4,47.18,46.89,40.32,47.08,48.37,49.43,50.55,51.09,53.44,45.64,51.45,53.5,52.94
